Transaction ID,Customer ID,Account Number,Transaction Date,Transaction Type,Transaction Amount,Account Balance,Customer Name,Customer Age,Customer Gender,Account Type,Branch Code,Currency,Transaction Status,Interest Rate (%),Loan Amount,Loan Duration (Years),Credit Score,Monthly Income,Employment Status
T000163,C4696,AC13875754,5/9/2023,Payment,7888.83,36834.51,Alice Johnson,31,Female,Savings,BR639,EUR,Failed,4.33,46509.6,,713,11319.49,Self-employed
T000164,C1698,AC29482215,12/14/2022,Transfer,9710.59,35166.5,Bob Brown,27,Male,Checking,BR834,EUR,Pending,2.45,,,826,9555.41,Unemployed
T000165,C5737,AC67696034,2/28/2023,Transfer,2700.49,37879.28,John Doe,29,Female,Credit,BR634,USD,Failed,1.85,,,730,14463.07,Employed
T000166,C1854,AC38356738,4/11/2022,Deposit,2788.53,23787.71,Carol White,55,Male,Checking,BR595,USD,Pending,2.54,45253.55,,678,2278.72,Employed
T000167,C9164,AC75564145,5/12/2023,Withdrawal,4781.68,43834.36,Jane Smith,61,Female,Checking,BR720,USD,Failed,3.96,,,727,11602.48,Employed
T000168,C6855,AC88021860,1/20/2022,Deposit,9840.02,10968.39,Bob Brown,63,Male,Checking,BR718,GBP,Pending,2.67,,,383,14464.23,Self-employed
T000169,C8392,AC20047595,9/5/2022,Deposit,2762.69,7241.93,Alice Johnson,51,Male,Checking,BR756,GBP,Completed,3.95,,12,491,13209.53,Unemployed
T000170,C7528,AC40908587,10/19/2022,Deposit,4129.02,14989.93,John Doe,58,Female,Checking,BR468,EUR,Completed,1.45,18691.08,25,340,4182.6,Self-employed
T000171,C6249,AC32564965,5/30/2022,Withdrawal,8925.65,27047.29,Jane Smith,27,Female,Credit,BR965,USD,Completed,4.22,,9,608,6248.66,Unemployed
T000172,C6172,AC50131083,11/22/2022,Payment,128.92,26017.53,John Doe,34,Female,Savings,BR750,GBP,Failed,2.01,,,677,4241.87,Self-employed
T000173,C2707,AC83976082,1/25/2023,Deposit,493.68,41209.34,Carol White,34,Female,Credit,BR895,GBP,Completed,2,46679.37,,435,9817.01,Employed
T000174,C6791,AC19004644,11/10/2022,Withdrawal,6080.31,20823.86,Alice Johnson,20,Female,Credit,BR909,USD,Pending,3.36,8979.69,26,405,11258.44,Unemployed
T000175,C6535,AC57517690,7/25/2022,Payment,9083.06,24732.88,John Doe,48,Female,Credit,BR198,GBP,Failed,1.28,,25,818,6121.96,Self-employed
T000176,C5931,AC60760636,3/29/2023,Deposit,2464.68,1655.02,Bob Brown,68,Male,Credit,BR416,USD,Pending,1.11,,5,841,9013.59,Unemployed
T000177,C4510,AC47639184,4/21/2023,Transfer,4749.45,21077.22,Alice Johnson,18,Female,Savings,BR222,EUR,Failed,2.04,7429.97,,425,10981.97,Unemployed
T000178,C1202,AC64706505,9/25/2022,Payment,4559.61,32740.94,Bob Brown,29,Male,Credit,BR419,EUR,Pending,3.15,21214.45,5,656,7477.42,Self-employed
T000179,C5218,AC23143608,12/28/2022,Deposit,4782.42,1759.91,John Doe,56,Male,Checking,BR898,EUR,Pending,4.63,41591.45,12,699,13102.2,Self-employed
T000180,C9958,AC46532022,8/29/2022,Payment,6262.94,14763.22,Alice Johnson,21,Female,Credit,BR692,USD,Failed,4.39,32520.94,24,378,12030.15,Unemployed
T000181,C5389,AC55745469,4/10/2022,Payment,4750.46,11189.86,Bob Brown,59,Male,Credit,BR594,GBP,Failed,2.96,,,688,2840.65,Unemployed
T000182,C3327,AC98780367,2/13/2022,Payment,4529.93,3057.29,Carol White,30,Male,Savings,BR556,EUR,Completed,1.15,37356.5,20,834,10074.63,Employed
T000183,C9004,AC46045138,4/14/2023,Payment,4795.46,24483.74,Carol White,51,Female,Savings,BR621,EUR,Completed,3.14,,9,373,5059.23,Unemployed
T000184,C3931,AC67874183,3/17/2022,Payment,5949.59,9904.44,John Doe,59,Female,Checking,BR619,EUR,Pending,3.82,,,304,9247.74,Employed
T000185,C8777,AC69912158,7/7/2023,Payment,5416.37,37411,Alice Johnson,38,Female,Credit,BR816,GBP,Pending,2.36,,,762,14439.55,Employed
T000186,C1197,AC48808656,2/4/2023,Deposit,8555.95,42548.47,Jane Smith,39,Male,Credit,BR414,GBP,Pending,1.44,7185.5,,381,13427.81,Employed
T000187,C8125,AC20880726,5/9/2023,Transfer,590.02,27733.67,Alice Johnson,21,Female,Credit,BR808,USD,Failed,2.11,32167.7,,836,7258.71,Unemployed
T000188,C2930,AC32992356,8/10/2023,Withdrawal,8349.84,49103.66,Carol White,35,Female,Checking,BR809,EUR,Failed,4.09,,,704,5789.68,Employed
T000189,C7287,AC30515189,11/11/2022,Payment,8454.85,23073.45,Bob Brown,22,Female,Savings,BR641,GBP,Completed,2.4,,23,813,5047.27,Unemployed
T000190,C9800,AC62534223,9/24/2022,Withdrawal,2920.59,26155.04,Jane Smith,36,Female,Checking,BR578,USD,Pending,4.25,,11,577,8922.69,Unemployed
T000191,C5282,AC33388869,1/16/2023,Deposit,4682.23,49471.67,John Doe,19,Male,Credit,BR119,EUR,Completed,2.28,,,523,3485.23,Self-employed
T000192,C3511,AC60795719,5/27/2023,Payment,4441.53,12345.87,Jane Smith,29,Female,Savings,BR659,GBP,Failed,1.65,,,367,9140.58,Unemployed
T000193,C1659,AC98798296,1/26/2023,Transfer,2263.25,47184.75,John Doe,34,Male,Savings,BR229,GBP,Failed,2.74,35024.6,,619,2017.34,Unemployed
T000194,C3811,AC20563214,4/10/2023,Withdrawal,4028.29,3099.04,Jane Smith,27,Female,Checking,BR392,USD,Failed,2.81,49614.43,,318,6210.05,Employed
T000195,C8098,AC34374842,7/8/2022,Payment,539.44,22872.96,John Doe,51,Male,Savings,BR996,EUR,Completed,1.06,37094.86,17,642,4859.15,Unemployed
T000196,C7546,AC91252249,6/9/2022,Deposit,2850.44,4430.17,John Doe,23,Male,Savings,BR231,EUR,Failed,1.47,,7,642,14625.84,Unemployed
T000197,C2986,AC97384552,6/2/2022,Transfer,8185.15,36732.5,Jane Smith,25,Male,Credit,BR455,GBP,Pending,1.74,,,396,11454.15,Self-employed
T000198,C9338,AC38172140,2/26/2023,Withdrawal,2917.17,30812.04,Jane Smith,68,Female,Credit,BR153,EUR,Completed,1.45,35049.98,,351,6545.49,Self-employed
T000199,C3911,AC68701337,3/2/2022,Withdrawal,8200.25,35625.08,John Doe,28,Male,Savings,BR989,USD,Failed,2.37,7670.22,,474,3206.99,Employed
T000200,C2734,AC45119150,7/20/2022,Payment,5362.83,19349.54,Carol White,29,Female,Savings,BR892,GBP,Completed,4.86,,,637,8718.41,Employed
T000201,C2843,AC65471391,9/6/2022,Transfer,8810.64,19104.61,Jane Smith,26,Female,Checking,BR486,GBP,Completed,3.04,44740.37,2,652,4774.82,Self-employed
T000202,C9680,AC87632265,6/1/2023,Transfer,5790.32,3220.64,Alice Johnson,19,Female,Checking,BR364,USD,Failed,3.51,30966.88,,690,8973.58,Self-employed
T000203,C3976,AC91597126,7/17/2022,Transfer,393.72,18147.3,Bob Brown,25,Female,Savings,BR314,GBP,Failed,2.43,20930.88,,414,12859.71,Unemployed
T000204,C2959,AC33387092,12/16/2022,Transfer,6786.66,46535.13,John Doe,28,Female,Credit,BR559,EUR,Completed,2.29,,4,647,10005.3,Employed
T000205,C6759,AC29156053,8/21/2023,Deposit,544.05,19582.1,John Doe,53,Male,Savings,BR557,EUR,Completed,1.09,,,300,10239.25,Employed
T000206,C7694,AC49678201,3/23/2022,Transfer,4560.91,41737.02,Bob Brown,27,Female,Savings,BR901,GBP,Failed,3,29488.2,24,362,9033.39,Unemployed
T000207,C3385,AC11524102,6/24/2022,Withdrawal,9301.32,42273.95,Carol White,38,Male,Credit,BR142,USD,Pending,2.93,,,525,14054.45,Unemployed
T000208,C5736,AC21579149,7/10/2022,Withdrawal,1735.52,19288.82,Bob Brown,37,Male,Credit,BR685,USD,Completed,1.63,16294.39,,722,14114.73,Employed
T000209,C2802,AC52607220,9/29/2022,Deposit,3959.74,31967.45,Jane Smith,65,Male,Checking,BR961,EUR,Completed,4.06,38231.78,2,318,8665.4,Self-employed
T000210,C9155,AC62715014,12/31/2022,Withdrawal,7325.62,5673.21,Bob Brown,25,Male,Checking,BR377,USD,Pending,2.97,,,330,5974.87,Self-employed
T000211,C9120,AC79144712,5/16/2023,Withdrawal,8834.36,6080.25,John Doe,53,Male,Checking,BR937,GBP,Failed,2.36,,4,323,7974.63,Unemployed
T000212,C7616,AC31900146,10/30/2022,Transfer,6742.34,3384.23,Bob Brown,46,Male,Checking,BR853,GBP,Failed,1.59,,3,510,4425.25,Employed
T000213,C6534,AC87937327,3/12/2023,Withdrawal,2655.92,29469.74,Alice Johnson,59,Male,Credit,BR229,EUR,Pending,3.21,8493.43,17,460,10272.48,Unemployed
T000214,C5061,AC19913841,3/9/2023,Deposit,6778.62,21877.48,Jane Smith,29,Female,Savings,BR449,EUR,Failed,4.01,37105.79,,554,8501.2,Self-employed
T000215,C1262,AC76626362,2/8/2023,Transfer,3037.6,27853.59,Bob Brown,31,Male,Checking,BR805,EUR,Failed,2.13,5160.99,,413,3342.91,Self-employed
T000216,C7287,AC39061846,4/26/2022,Payment,7212.45,26532.59,John Doe,65,Female,Checking,BR643,USD,Completed,1.88,,2,803,4569.42,Unemployed
T000217,C9815,AC70523996,2/15/2022,Transfer,9544.93,18159.95,Jane Smith,67,Male,Credit,BR205,GBP,Completed,3.09,5195.48,,519,8235.22,Self-employed
T000218,C3049,AC33468625,2/24/2023,Deposit,7241.8,34196.2,John Doe,38,Male,Credit,BR815,GBP,Completed,1.62,34039.38,,656,13538.66,Employed
T000219,C6423,AC88566365,2/16/2023,Transfer,8642.52,38166.59,Carol White,39,Male,Savings,BR100,GBP,Pending,3.67,23782.42,,468,9363.08,Unemployed
T000220,C5548,AC13433382,8/3/2022,Transfer,120.83,1716.78,Alice Johnson,38,Male,Savings,BR856,EUR,Failed,3.42,18389.6,13,823,10859.96,Unemployed
T000221,C4108,AC85779042,6/1/2022,Deposit,7203.96,11154.87,Carol White,61,Female,Credit,BR683,GBP,Failed,1.35,,1,541,6407.37,Unemployed
T000222,C8158,AC38348817,4/2/2023,Transfer,8312.92,35948.56,Alice Johnson,67,Female,Checking,BR531,USD,Completed,1.15,,,674,9428.35,Self-employed
T000223,C8400,AC80503913,4/6/2022,Deposit,501.53,19944.39,Bob Brown,47,Female,Checking,BR405,USD,Completed,3.48,,23,438,7815.94,Employed
T000224,C4170,AC93952230,7/7/2022,Deposit,8728.82,33461.71,Jane Smith,56,Male,Checking,BR626,GBP,Pending,2.18,47314.03,,396,10568.69,Unemployed
T000225,C3255,AC34728848,7/6/2022,Payment,2641.27,18001.17,Bob Brown,37,Male,Savings,BR152,EUR,Failed,1.35,24219.8,,446,2657.48,Unemployed
T000226,C2154,AC20822814,5/21/2022,Withdrawal,6686.39,20147,Alice Johnson,41,Male,Checking,BR619,GBP,Pending,4.04,29961.22,,481,8412.9,Self-employed
T000227,C5499,AC99967767,8/16/2022,Withdrawal,8023.51,8775.26,Alice Johnson,40,Female,Checking,BR429,USD,Failed,2.26,,29,356,5847.9,Employed
T000228,C7295,AC58356322,5/9/2022,Transfer,6660.38,13653.32,Alice Johnson,24,Male,Credit,BR657,USD,Pending,2.84,,5,341,6240.41,Unemployed
T000229,C7197,AC62879148,7/22/2022,Transfer,1013.62,30665.18,John Doe,26,Female,Checking,BR424,USD,Completed,1.95,,,842,14491.93,Self-employed
T000230,C2648,AC72076001,5/8/2023,Payment,6003.58,22224.99,Jane Smith,18,Female,Credit,BR213,GBP,Pending,3.51,,12,301,4375.03,Unemployed
T000231,C6539,AC52942594,7/6/2023,Payment,5540.88,38940.83,Bob Brown,43,Male,Checking,BR246,USD,Pending,2.21,,,587,6046.19,Self-employed
T000232,C5199,AC47747492,2/9/2023,Payment,9013.18,42776.66,Bob Brown,55,Male,Savings,BR265,EUR,Completed,4.87,24011.54,26,437,8628.6,Employed
T000233,C9445,AC25170521,11/4/2022,Deposit,4101.97,27540.67,Carol White,55,Female,Checking,BR478,GBP,Failed,3.81,,29,811,13219.35,Self-employed
T000234,C3557,AC35841846,8/5/2022,Payment,3278.7,38155.1,Alice Johnson,61,Female,Checking,BR238,GBP,Failed,1.55,,28,521,7416.71,Unemployed
T000235,C6592,AC22267883,2/26/2023,Payment,7523.52,16038.32,Alice Johnson,39,Female,Credit,BR728,USD,Completed,2.67,,,630,11670.25,Unemployed
T000236,C1098,AC52639398,4/7/2023,Transfer,4185.49,21333.59,Alice Johnson,61,Male,Credit,BR398,USD,Pending,2.54,41560.53,,703,13132.86,Self-employed
T000237,C3200,AC21984398,10/18/2022,Payment,6496.35,35926.11,Bob Brown,27,Male,Credit,BR375,EUR,Pending,3.14,,,807,6030.21,Employed
T000238,C3961,AC45396080,6/15/2022,Deposit,6499.86,19924.39,Carol White,23,Male,Checking,BR888,GBP,Pending,4.37,,20,426,7105.75,Employed
T000239,C5973,AC40715395,1/22/2022,Deposit,8891.59,29836.74,John Doe,34,Male,Checking,BR949,USD,Failed,3.33,,,564,6635.23,Unemployed
T000240,C5433,AC50686940,3/21/2022,Transfer,6027.05,10083.27,Jane Smith,68,Male,Savings,BR924,EUR,Pending,1.25,32605.05,,314,12827.13,Unemployed
T000241,C3869,AC33215061,2/13/2022,Payment,5071.32,30388.79,John Doe,67,Male,Checking,BR277,USD,Failed,3.62,20921.13,,525,2576.51,Self-employed
T000242,C1956,AC36854296,12/4/2022,Payment,1474.83,43214.17,Bob Brown,55,Female,Savings,BR941,GBP,Pending,1.03,,,404,6009.47,Self-employed
T000243,C9352,AC92058636,6/17/2022,Deposit,1245.8,43563.34,Alice Johnson,41,Female,Credit,BR453,USD,Completed,4.12,,27,792,10832.31,Self-employed
T000244,C6699,AC13828433,5/6/2023,Payment,1627.78,36492.88,Jane Smith,68,Female,Credit,BR253,GBP,Completed,3.67,,27,618,9350.77,Employed
T000245,C7944,AC96621344,2/1/2022,Payment,1801.3,37541.92,Bob Brown,27,Male,Credit,BR300,USD,Failed,2.24,,,518,7671.76,Employed
T000246,C5493,AC57149071,6/18/2022,Payment,6414.98,28338.44,Bob Brown,25,Female,Savings,BR977,GBP,Failed,2.17,49922.48,1,576,9019.33,Unemployed
T000247,C5911,AC98334828,8/2/2022,Withdrawal,7435.71,29648.74,Bob Brown,38,Male,Checking,BR214,EUR,Completed,4.19,,6,640,4568.6,Unemployed
T000248,C4987,AC17152747,6/14/2022,Transfer,5346.92,7548.88,Jane Smith,23,Male,Credit,BR770,GBP,Completed,4.13,17906.57,11,751,7599.32,Unemployed
T000249,C7015,AC71029245,7/25/2023,Withdrawal,8307.28,22749.1,Jane Smith,38,Female,Checking,BR653,EUR,Pending,2.41,,2,668,8522.14,Self-employed
T000250,C2218,AC58344513,11/17/2022,Transfer,9913.51,23088.04,Carol White,56,Male,Checking,BR858,GBP,Completed,2.2,38277.66,7,773,13715.46,Employed
T000251,C5496,AC11020154,2/8/2022,Deposit,8218.13,47966.39,Carol White,41,Female,Credit,BR167,EUR,Failed,3.24,48583.11,,489,5390.86,Unemployed
T000252,C5735,AC48499601,11/24/2022,Payment,6979.34,22123.26,John Doe,50,Female,Savings,BR544,USD,Completed,1.03,,21,718,13281.77,Unemployed
T000253,C5555,AC16733215,4/30/2023,Transfer,5371.68,27917.79,Jane Smith,35,Male,Checking,BR544,GBP,Failed,1.33,42328.51,,794,10375.14,Unemployed
T000254,C9050,AC85304674,5/31/2023,Withdrawal,4543.65,27129.32,Jane Smith,45,Female,Credit,BR425,USD,Failed,1.5,,,338,2264.43,Unemployed
T000255,C4446,AC42339834,7/25/2022,Payment,935.48,32201.32,Jane Smith,69,Female,Checking,BR945,EUR,Pending,1.74,44306.29,,461,11420.21,Unemployed
T000256,C2045,AC50739629,7/9/2022,Deposit,4053.75,37663.41,Carol White,49,Female,Checking,BR807,GBP,Pending,3.05,15221.74,21,420,2462.17,Unemployed
T000257,C7893,AC39900787,2/4/2023,Transfer,9110.33,12027.05,Bob Brown,29,Female,Checking,BR701,GBP,Pending,4.97,,19,698,14965.95,Employed
T000258,C2693,AC83823165,4/11/2022,Transfer,8099.42,26907.5,Alice Johnson,65,Male,Checking,BR722,USD,Pending,3.61,,4,561,13344.28,Unemployed
T000259,C4436,AC37259197,10/22/2022,Transfer,2238.91,41469.97,Carol White,59,Female,Checking,BR979,GBP,Completed,1.25,28911.24,13,428,5865.47,Employed
T000260,C9754,AC57784180,7/27/2022,Payment,4719.42,23692.62,Jane Smith,44,Female,Savings,BR458,GBP,Pending,3.1,14056.27,,839,5346.35,Self-employed
T000261,C6895,AC57379179,7/28/2022,Withdrawal,8185.56,14644.42,Carol White,27,Female,Savings,BR244,USD,Completed,2.99,,,655,6958.73,Employed
T000262,C4354,AC20760888,2/19/2022,Withdrawal,767.11,33080.74,John Doe,63,Male,Credit,BR374,GBP,Pending,1.58,,,731,6630.17,Self-employed
T000263,C1225,AC88414095,7/24/2022,Transfer,3935.19,41364.6,Jane Smith,69,Female,Savings,BR608,USD,Pending,4.68,,25,364,6840.39,Employed
T000264,C5893,AC75856750,3/9/2023,Deposit,8533.23,4093.87,John Doe,59,Male,Savings,BR278,USD,Failed,2.76,19280.93,,517,6137.6,Employed
T000265,C8022,AC88483721,6/16/2023,Deposit,4098.59,39062.73,Jane Smith,49,Female,Savings,BR852,USD,Completed,4.98,,,726,10074.73,Unemployed
T000266,C6600,AC59464216,1/10/2022,Withdrawal,868.38,41260.75,Carol White,59,Female,Checking,BR937,USD,Failed,2.68,,,373,4135.43,Employed
T000267,C8996,AC74884070,7/5/2023,Deposit,5471.09,23614.62,Bob Brown,43,Female,Checking,BR930,USD,Pending,3.43,39622.81,28,759,12997.76,Employed
T000268,C8683,AC90884100,4/30/2023,Withdrawal,8631.25,49181.98,Alice Johnson,42,Male,Credit,BR576,EUR,Completed,1.42,,,724,12561.23,Unemployed
T000269,C5642,AC68075712,10/24/2022,Transfer,5943.83,39548.71,John Doe,28,Male,Credit,BR942,EUR,Pending,2.82,,,491,8194.28,Self-employed
T000270,C8679,AC96015965,10/11/2022,Withdrawal,2340.16,38909.47,Carol White,40,Male,Credit,BR513,USD,Failed,1.96,,1,488,13085.49,Unemployed
T000271,C9208,AC24372528,9/21/2022,Withdrawal,3903.97,37644.09,Bob Brown,51,Male,Checking,BR252,EUR,Completed,4.34,,,311,5212.89,Unemployed
T000272,C8339,AC81829506,5/5/2023,Transfer,4556.22,8379.8,Carol White,69,Male,Savings,BR203,EUR,Failed,4.14,39985.05,19,538,2228.35,Unemployed
T000273,C3205,AC56695565,1/30/2022,Deposit,5834.74,11644.31,John Doe,57,Male,Savings,BR174,GBP,Pending,4.3,,,752,10049.7,Self-employed
T000274,C2069,AC77658103,5/9/2023,Withdrawal,7617.58,23735.52,Alice Johnson,40,Female,Checking,BR227,USD,Pending,3.89,,1,682,7952.82,Employed
T000275,C4444,AC35722525,3/8/2023,Withdrawal,1078.85,13936.21,Carol White,46,Male,Credit,BR810,EUR,Pending,4.33,,8,347,9373.14,Employed
T000276,C2060,AC48963185,3/27/2022,Transfer,8907.56,21346.81,Jane Smith,48,Female,Credit,BR765,GBP,Completed,1.8,,17,616,13691.41,Unemployed
T000277,C3327,AC74674115,12/17/2022,Deposit,221.87,44534.74,Bob Brown,24,Male,Credit,BR667,GBP,Failed,2.81,,,508,14609.03,Unemployed
T000278,C4420,AC73813565,8/9/2022,Withdrawal,3763.52,41392.02,Carol White,57,Male,Checking,BR889,USD,Failed,3.77,,,846,10247.89,Employed
T000279,C1301,AC56571160,4/10/2022,Transfer,371.46,31871.95,Bob Brown,50,Male,Credit,BR444,USD,Pending,3.55,10602.74,15,418,11932.72,Employed
T000280,C1606,AC86767936,10/24/2022,Withdrawal,3990.44,43047.9,Jane Smith,38,Female,Credit,BR630,GBP,Failed,3.87,48677,18,614,3089.51,Employed
T000281,C4170,AC27562548,12/11/2022,Payment,5305.54,39404.85,Alice Johnson,19,Male,Checking,BR258,USD,Completed,1.9,29971.92,7,335,4089.3,Self-employed
T000282,C1699,AC91485805,1/23/2023,Transfer,5165.65,22020.26,Alice Johnson,35,Male,Savings,BR637,USD,Pending,1.39,,16,762,11531.66,Self-employed
T000283,C6088,AC69488206,7/11/2023,Deposit,1739.72,10852.19,Jane Smith,64,Female,Checking,BR525,GBP,Pending,4.67,,7,702,7607.75,Unemployed
T000284,C1190,AC77506574,7/4/2022,Deposit,6492.83,26195.85,Bob Brown,50,Female,Checking,BR780,GBP,Pending,3.24,,17,406,7797.55,Self-employed
T000285,C1980,AC50057648,10/15/2022,Deposit,543.31,37075.22,Carol White,54,Female,Checking,BR122,USD,Completed,1.62,33484.97,4,338,6011.9,Unemployed
T000286,C3975,AC81425912,3/23/2023,Deposit,7642.88,22384.56,Jane Smith,51,Female,Checking,BR146,EUR,Pending,4.17,,12,479,9895.63,Employed
T000287,C7102,AC91242298,5/16/2022,Withdrawal,9471.78,33671.82,John Doe,37,Male,Savings,BR624,USD,Pending,4.66,15935.09,13,311,4407.15,Employed
T000288,C2184,AC63520377,5/18/2022,Withdrawal,3463.71,5622.04,Bob Brown,52,Female,Credit,BR828,EUR,Pending,1.68,,4,638,10149.91,Unemployed
T000289,C4327,AC81894820,4/16/2022,Deposit,5220.67,37652.23,Alice Johnson,68,Male,Checking,BR933,GBP,Pending,4.27,,21,847,4259.39,Employed
T000290,C4394,AC31882940,6/6/2023,Deposit,3851.21,40822.97,Jane Smith,67,Male,Savings,BR805,EUR,Failed,4.73,43478.99,1,425,2829.74,Unemployed
T000291,C9319,AC48580196,11/30/2022,Deposit,166.43,35635.05,Alice Johnson,35,Female,Credit,BR243,GBP,Pending,4.75,34617.31,,362,6294.65,Unemployed
T000292,C2816,AC58665285,5/2/2023,Withdrawal,3920.16,48395.92,Bob Brown,63,Male,Credit,BR684,USD,Completed,4.66,24549.05,7,381,5004.82,Unemployed
T000293,C6854,AC68327846,2/23/2022,Deposit,7938.03,41505.95,Alice Johnson,41,Female,Credit,BR767,USD,Pending,3.19,20589.48,,598,13556.89,Self-employed
T000294,C7709,AC27687991,12/2/2022,Deposit,6000.29,45251.59,Jane Smith,25,Male,Checking,BR688,GBP,Pending,2.42,5866.2,,333,2714.39,Unemployed
T000295,C1569,AC49509310,3/20/2023,Payment,1102.47,46744.98,Bob Brown,47,Female,Checking,BR518,GBP,Failed,1.03,42134.67,,348,4295.98,Unemployed
T000296,C6442,AC41061293,5/11/2022,Payment,8486.68,40266.05,John Doe,61,Female,Credit,BR780,GBP,Pending,1.24,,18,356,9133.35,Unemployed
T000297,C2895,AC40272855,8/26/2022,Deposit,5357.74,34038.68,Jane Smith,27,Female,Credit,BR898,USD,Failed,2.72,18929.39,,408,8253.87,Self-employed
T000298,C3733,AC94445004,10/30/2022,Transfer,8433.06,1280.21,Carol White,40,Female,Credit,BR184,USD,Completed,2.6,,15,816,2596.08,Employed
T000299,C4863,AC97767265,4/15/2022,Deposit,5844.19,23825.46,Jane Smith,69,Female,Credit,BR515,EUR,Failed,1.74,,,323,2094.28,Self-employed
T000300,C8455,AC56316696,10/8/2022,Payment,5640.92,28986.95,Bob Brown,66,Female,Credit,BR793,GBP,Pending,2.58,,2,520,14844.88,Unemployed
T000301,C5014,AC20679043,1/18/2022,Transfer,1142.07,15897.48,Jane Smith,28,Male,Credit,BR581,EUR,Completed,1.7,,9,614,10564.85,Self-employed
T000302,C2686,AC65498298,4/30/2022,Transfer,1756.86,16587.12,John Doe,19,Male,Savings,BR555,USD,Pending,4.4,,,593,6750.28,Employed
T000303,C4009,AC32470291,12/29/2022,Deposit,9723.05,48096.81,John Doe,43,Male,Credit,BR926,EUR,Failed,2.19,47703.98,,309,8115.62,Employed
T000304,C8806,AC60763061,4/14/2022,Payment,2362.02,44693.83,Carol White,53,Female,Checking,BR396,EUR,Completed,3.39,43137.53,23,780,5465.15,Unemployed
T000305,C1154,AC70072820,2/27/2022,Payment,9776.78,42609.77,Alice Johnson,50,Male,Checking,BR211,USD,Completed,3.01,19986.77,,566,6483.36,Employed
T000306,C2409,AC87921522,3/16/2023,Transfer,5365.94,20894.58,Bob Brown,64,Female,Checking,BR329,USD,Failed,1.21,,11,387,10437.58,Self-employed
T000307,C1784,AC64496748,12/5/2022,Deposit,1444.31,1671.23,Bob Brown,30,Male,Credit,BR195,GBP,Failed,4.77,24049.7,13,754,13476.55,Self-employed
T000308,C9096,AC61195209,8/24/2022,Withdrawal,1083.09,4930.89,Alice Johnson,57,Male,Checking,BR779,EUR,Completed,3.11,,11,832,4393.69,Employed
T000309,C8560,AC77411050,4/9/2022,Withdrawal,2167.75,16297.62,John Doe,42,Female,Savings,BR477,USD,Completed,2.3,,,447,12924.7,Unemployed
T000310,C8343,AC97093473,4/9/2022,Payment,9263.81,1771.4,John Doe,21,Male,Credit,BR255,USD,Failed,1.63,,8,730,3580.24,Unemployed
T000311,C8206,AC49043896,4/18/2023,Withdrawal,4200.09,1840.34,Jane Smith,59,Male,Checking,BR520,EUR,Pending,2.35,,7,541,4794.9,Self-employed
T000312,C6596,AC17456985,1/31/2023,Payment,4014.8,45913.56,Carol White,36,Male,Savings,BR204,USD,Completed,1.08,22973.07,25,365,2483.28,Employed
T000313,C6801,AC33544744,3/2/2023,Payment,3200.74,35601.77,Carol White,35,Female,Savings,BR804,GBP,Failed,2.45,34025.44,16,677,3830.55,Self-employed
T000314,C3806,AC94912633,2/22/2022,Payment,1555.91,16138.84,Carol White,54,Male,Checking,BR429,GBP,Pending,3.13,22793.23,,687,13924.94,Self-employed
T000315,C1537,AC68865527,2/22/2022,Withdrawal,4929.73,7499.58,Jane Smith,47,Female,Savings,BR538,EUR,Completed,4.49,41800.81,,508,7972.7,Self-employed
T000316,C6986,AC37381509,12/13/2022,Payment,1387.47,26070.15,Carol White,36,Male,Checking,BR231,GBP,Completed,3.75,30552.84,,714,3009.66,Unemployed
T000317,C2841,AC93836420,11/11/2022,Transfer,8371.25,1261.96,Alice Johnson,40,Male,Savings,BR966,USD,Failed,1.45,,,315,14476.45,Employed
T000318,C9716,AC30521013,3/16/2022,Deposit,3766.93,46982.27,Jane Smith,33,Male,Credit,BR481,USD,Pending,1.59,12954.06,27,596,13426.9,Employed
T000319,C7971,AC11514542,2/3/2023,Deposit,3810.56,21325.94,Alice Johnson,18,Male,Credit,BR237,USD,Completed,2.71,,15,519,11810.87,Unemployed
T000320,C6625,AC47735088,6/6/2023,Payment,4792.66,20714.41,Jane Smith,29,Female,Credit,BR942,USD,Pending,1.78,,28,666,14135.15,Self-employed
T000321,C3950,AC88427656,10/19/2022,Deposit,4496.86,20139.09,Carol White,41,Male,Credit,BR369,EUR,Pending,1.11,,17,528,4861.68,Self-employed
T000322,C8992,AC25135763,8/25/2022,Withdrawal,9949.09,4397.09,Alice Johnson,51,Female,Credit,BR649,GBP,Completed,4.22,8259,11,739,12872.8,Unemployed
T000323,C5780,AC85785788,6/11/2023,Withdrawal,5499.27,32277.79,Alice Johnson,25,Female,Checking,BR495,GBP,Pending,1.08,,5,831,10969.89,Employed
T000324,C3368,AC53951994,2/12/2023,Deposit,973.2,36917.18,Alice Johnson,35,Male,Credit,BR656,USD,Completed,4.32,,,749,13306.87,Unemployed
T000325,C7655,AC75489314,4/29/2023,Withdrawal,6108.09,34130.14,Jane Smith,65,Male,Credit,BR563,EUR,Pending,1.58,29922.81,15,335,12359.85,Employed
T000326,C9173,AC45383985,5/20/2023,Deposit,1600.68,7783.34,Bob Brown,22,Female,Credit,BR774,USD,Completed,4.9,,10,721,6504.44,Employed
T000327,C5495,AC46595773,5/7/2022,Deposit,406.28,29363.17,Carol White,43,Female,Credit,BR549,USD,Failed,3.42,,14,488,12067.18,Employed
